gamma,tdxy,zdamping,nbadballs
0.5,2.0,1.2000000000000002,609
0.5,2.0,1.3,611
0.5,2.0,1.4000000000000001,608
0.5,2.0,1.5,610
0.5,2.0,1.6,612
0.5,2.0,1.7000000000000002,611
0.5,2.0,1.8,613
0.5,2.0,1.9000000000000001,614
0.5,2.0,2.0,613
0.75,0.1,0.1,578
0.75,0.1,0.2,560
0.75,0.1,0.30000000000000004,548
0.75,0.1,0.4,549
0.75,0.1,0.5,549
0.75,0.1,0.6000000000000001,548
0.75,0.1,0.7000000000000001,549
0.75,0.1,0.8,549
0.75,0.1,0.9,549
0.75,0.1,1.0,548
0.75,0.1,1.1,547
0.75,0.1,1.2000000000000002,547
0.75,0.1,1.3,547
0.75,0.1,1.4000000000000001,547
0.75,0.1,1.5,547
0.75,0.1,1.6,547
0.75,0.1,1.7000000000000002,546
0.75,0.1,1.8,546
0.75,0.1,1.9000000000000001,546
0.75,0.1,2.0,546
0.75,0.2,0.1,593
0.75,0.2,0.2,577
0.75,0.2,0.30000000000000004,569
0.75,0.2,0.4,566
0.75,0.2,0.5,564
0.75,0.2,0.6000000000000001,563
0.75,0.2,0.7000000000000001,563
0.75,0.2,0.8,562
0.75,0.2,0.9,561
0.75,0.2,1.0,561
0.75,0.2,1.1,560
0.75,0.2,1.2000000000000002,560
0.75,0.2,1.3,560
0.75,0.2,1.4000000000000001,560
0.75,0.2,1.5,560
0.75,0.2,1.6,560
0.75,0.2,1.7000000000000002,560
0.75,0.2,1.8,560
0.75,0.2,1.9000000000000001,560
0.75,0.2,2.0,560
0.75,0.30000000000000004,0.1,601
0.75,0.30000000000000004,0.2,592
0.75,0.30000000000000004,0.30000000000000004,584
0.75,0.30000000000000004,0.4,573
0.75,0.30000000000000004,0.5,569
0.75,0.30000000000000004,0.6000000000000001,567
0.75,0.30000000000000004,0.7000000000000001,564
0.75,0.30000000000000004,0.8,563
0.75,0.30000000000000004,0.9,563
0.75,0.30000000000000004,1.0,563
0.75,0.30000000000000004,1.1,563
0.75,0.30000000000000004,1.2000000000000002,563
0.75,0.30000000000000004,1.3,564
0.75,0.30000000000000004,1.4000000000000001,564
0.75,0.30000000000000004,1.5,564
0.75,0.30000000000000004,1.6,564
0.75,0.30000000000000004,1.7000000000000002,564
0.75,0.30000000000000004,1.8,564
0.75,0.30000000000000004,1.9000000000000001,564
0.75,0.30000000000000004,2.0,564
0.75,0.4,0.1,608
0.75,0.4,0.2,592
0.75,0.4,0.30000000000000004,591
0.75,0.4,0.4,583
0.75,0.4,0.5,579
0.75,0.4,0.6000000000000001,575
0.75,0.4,0.7000000000000001,571
0.75,0.4,0.8,569
0.75,0.4,0.9,568
0.75,0.4,1.0,569
0.75,0.4,1.1,568
0.75,0.4,1.2000000000000002,567
0.75,0.4,1.3,567
0.75,0.4,1.4000000000000001,567
0.75,0.4,1.5,566
0.75,0.4,1.6,565
0.75,0.4,1.7000000000000002,566
0.75,0.4,1.8,566
0.75,0.4,1.9000000000000001,566
0.75,0.4,2.0,566
0.75,0.5,0.1,614
0.75,0.5,0.2,603
0.75,0.5,0.30000000000000004,598
0.75,0.5,0.4,594
0.75,0.5,0.5,588
0.75,0.5,0.6000000000000001,584
0.75,0.5,0.7000000000000001,583
0.75,0.5,0.8,580
0.75,0.5,0.9,579
0.75,0.5,1.0,577
0.75,0.5,1.1,577
0.75,0.5,1.2000000000000002,574
0.75,0.5,1.3,574
0.75,0.5,1.4000000000000001,573
0.75,0.5,1.5,573
0.75,0.5,1.6,574
0.75,0.5,1.7000000000000002,574
0.75,0.5,1.8,574
0.75,0.5,1.9000000000000001,574
0.75,0.5,2.0,574
0.75,0.6000000000000001,0.1,617
0.75,0.6000000000000001,0.2,607
0.75,0.6000000000000001,0.30000000000000004,604
0.75,0.6000000000000001,0.4,600
0.75,0.6000000000000001,0.5,594
0.75,0.6000000000000001,0.6000000000000001,593
0.75,0.6000000000000001,0.7000000000000001,589
0.75,0.6000000000000001,0.8,587
0.75,0.6000000000000001,0.9,586
0.75,0.6000000000000001,1.0,584
0.75,0.6000000000000001,1.1,585
0.75,0.6000000000000001,1.2000000000000002,583
0.75,0.6000000000000001,1.3,582
0.75,0.6000000000000001,1.4000000000000001,583
0.75,0.6000000000000001,1.5,585
0.75,0.6000000000000001,1.6,582
0.75,0.6000000000000001,1.7000000000000002,584
0.75,0.6000000000000001,1.8,582
0.75,0.6000000000000001,1.9000000000000001,582
0.75,0.6000000000000001,2.0,581
0.75,0.7000000000000001,0.1,621
0.75,0.7000000000000001,0.2,611
0.75,0.7000000000000001,0.30000000000000004,605
0.75,0.7000000000000001,0.4,600
0.75,0.7000000000000001,0.5,600
0.75,0.7000000000000001,0.6000000000000001,599
0.75,0.7000000000000001,0.7000000000000001,595
0.75,0.7000000000000001,0.8,596
0.75,0.7000000000000001,0.9,591
0.75,0.7000000000000001,1.0,587
0.75,0.7000000000000001,1.1,589
0.75,0.7000000000000001,1.2000000000000002,589
0.75,0.7000000000000001,1.3,585
0.75,0.7000000000000001,1.4000000000000001,586
0.75,0.7000000000000001,1.5,586
0.75,0.7000000000000001,1.6,586
0.75,0.7000000000000001,1.7000000000000002,585
0.75,0.7000000000000001,1.8,585
0.75,0.7000000000000001,1.9000000000000001,583
0.75,0.7000000000000001,2.0,586
0.75,0.8,0.1,621
0.75,0.8,0.2,612
0.75,0.8,0.30000000000000004,607
0.75,0.8,0.4,604
0.75,0.8,0.5,601
0.75,0.8,0.6000000000000001,600
0.75,0.8,0.7000000000000001,598
0.75,0.8,0.8,595
0.75,0.8,0.9,594
0.75,0.8,1.0,594
0.75,0.8,1.1,591
0.75,0.8,1.2000000000000002,590
0.75,0.8,1.3,589
0.75,0.8,1.4000000000000001,588
0.75,0.8,1.5,588
0.75,0.8,1.6,587
0.75,0.8,1.7000000000000002,589
0.75,0.8,1.8,589
0.75,0.8,1.9000000000000001,587
0.75,0.8,2.0,588
0.75,0.9,0.1,620
0.75,0.9,0.2,616
0.75,0.9,0.30000000000000004,607
0.75,0.9,0.4,606
0.75,0.9,0.5,606
0.75,0.9,0.6000000000000001,602
0.75,0.9,0.7000000000000001,602
0.75,0.9,0.8,600
0.75,0.9,0.9,602
0.75,0.9,1.0,599
0.75,0.9,1.1,597
0.75,0.9,1.2000000000000002,597
0.75,0.9,1.3,598
0.75,0.9,1.4000000000000001,595
0.75,0.9,1.5,595
0.75,0.9,1.6,595
0.75,0.9,1.7000000000000002,594
0.75,0.9,1.8,592
0.75,0.9,1.9000000000000001,590
0.75,0.9,2.0,592
0.75,1.0,0.1,623
0.75,1.0,0.2,619
0.75,1.0,0.30000000000000004,609
0.75,1.0,0.4,607
0.75,1.0,0.5,607
0.75,1.0,0.6000000000000001,604
0.75,1.0,0.7000000000000001,603
0.75,1.0,0.8,604
0.75,1.0,0.9,599
0.75,1.0,1.0,600
0.75,1.0,1.1,602
0.75,1.0,1.2000000000000002,601
0.75,1.0,1.3,601
0.75,1.0,1.4000000000000001,600
0.75,1.0,1.5,596
0.75,1.0,1.6,599
0.75,1.0,1.7000000000000002,596
0.75,1.0,1.8,599
0.75,1.0,1.9000000000000001,598
0.75,1.0,2.0,597
0.75,1.1,0.1,622
0.75,1.1,0.2,620
0.75,1.1,0.30000000000000004,613
0.75,1.1,0.4,608
0.75,1.1,0.5,609
0.75,1.1,0.6000000000000001,606
0.75,1.1,0.7000000000000001,605
0.75,1.1,0.8,602
0.75,1.1,0.9,605
0.75,1.1,1.0,598
0.75,1.1,1.1,603
0.75,1.1,1.2000000000000002,604
0.75,1.1,1.3,599
0.75,1.1,1.4000000000000001,600
0.75,1.1,1.5,602
0.75,1.1,1.6,599
0.75,1.1,1.7000000000000002,603
0.75,1.1,1.8,599
0.75,1.1,1.9000000000000001,603
0.75,1.1,2.0,600
0.75,1.2000000000000002,0.1,622
0.75,1.2000000000000002,0.2,621
0.75,1.2000000000000002,0.30000000000000004,616
0.75,1.2000000000000002,0.4,608
0.75,1.2000000000000002,0.5,609
0.75,1.2000000000000002,0.6000000000000001,607
0.75,1.2000000000000002,0.7000000000000001,607
0.75,1.2000000000000002,0.8,600
0.75,1.2000000000000002,0.9,603
0.75,1.2000000000000002,1.0,603
0.75,1.2000000000000002,1.1,604
0.75,1.2000000000000002,1.2000000000000002,600
0.75,1.2000000000000002,1.3,599
0.75,1.2000000000000002,1.4000000000000001,603
0.75,1.2000000000000002,1.5,603
0.75,1.2000000000000002,1.6,602
0.75,1.2000000000000002,1.7000000000000002,602
0.75,1.2000000000000002,1.8,599
0.75,1.2000000000000002,1.9000000000000001,598
0.75,1.2000000000000002,2.0,600
0.75,1.3,0.1,623
0.75,1.3,0.2,621
0.75,1.3,0.30000000000000004,619
0.75,1.3,0.4,610
0.75,1.3,0.5,608
0.75,1.3,0.6000000000000001,609
0.75,1.3,0.7000000000000001,606
0.75,1.3,0.8,607
0.75,1.3,0.9,602
0.75,1.3,1.0,603
0.75,1.3,1.1,602
0.75,1.3,1.2000000000000002,604
0.75,1.3,1.3,604
0.75,1.3,1.4000000000000001,602
0.75,1.3,1.5,605
0.75,1.3,1.6,602
0.75,1.3,1.7000000000000002,602
0.75,1.3,1.8,601
0.75,1.3,1.9000000000000001,598
0.75,1.3,2.0,604
0.75,1.4000000000000001,0.1,623
0.75,1.4000000000000001,0.2,623
0.75,1.4000000000000001,0.30000000000000004,620
0.75,1.4000000000000001,0.4,614
0.75,1.4000000000000001,0.5,608
0.75,1.4000000000000001,0.6000000000000001,606
0.75,1.4000000000000001,0.7000000000000001,609
0.75,1.4000000000000001,0.8,608
0.75,1.4000000000000001,0.9,605
0.75,1.4000000000000001,1.0,603
0.75,1.4000000000000001,1.1,603
0.75,1.4000000000000001,1.2000000000000002,600
0.75,1.4000000000000001,1.3,601
0.75,1.4000000000000001,1.4000000000000001,602
0.75,1.4000000000000001,1.5,601
0.75,1.4000000000000001,1.6,603
0.75,1.4000000000000001,1.7000000000000002,603
0.75,1.4000000000000001,1.8,607
0.75,1.4000000000000001,1.9000000000000001,605
0.75,1.4000000000000001,2.0,604
0.75,1.5,0.1,623
0.75,1.5,0.2,623
0.75,1.5,0.30000000000000004,617
0.75,1.5,0.4,615
0.75,1.5,0.5,610
0.75,1.5,0.6000000000000001,608
0.75,1.5,0.7000000000000001,610
0.75,1.5,0.8,611
0.75,1.5,0.9,608
0.75,1.5,1.0,601
0.75,1.5,1.1,603
0.75,1.5,1.2000000000000002,603
0.75,1.5,1.3,607
0.75,1.5,1.4000000000000001,601
0.75,1.5,1.5,605
0.75,1.5,1.6,605
0.75,1.5,1.7000000000000002,606
0.75,1.5,1.8,603
0.75,1.5,1.9000000000000001,609
0.75,1.5,2.0,607
0.75,1.6,0.1,625
0.75,1.6,0.2,623
0.75,1.6,0.30000000000000004,623
0.75,1.6,0.4,618
0.75,1.6,0.5,610
0.75,1.6,0.6000000000000001,609
0.75,1.6,0.7000000000000001,607
0.75,1.6,0.8,608
0.75,1.6,0.9,607
0.75,1.6,1.0,606
0.75,1.6,1.1,604
0.75,1.6,1.2000000000000002,608
0.75,1.6,1.3,606
0.75,1.6,1.4000000000000001,604
0.75,1.6,1.5,604
0.75,1.6,1.6,606
0.75,1.6,1.7000000000000002,608
0.75,1.6,1.8,609
0.75,1.6,1.9000000000000001,604
0.75,1.6,2.0,609
0.75,1.7000000000000002,0.1,624
0.75,1.7000000000000002,0.2,623
0.75,1.7000000000000002,0.30000000000000004,623
0.75,1.7000000000000002,0.4,619
0.75,1.7000000000000002,0.5,615
0.75,1.7000000000000002,0.6000000000000001,609
0.75,1.7000000000000002,0.7000000000000001,608
0.75,1.7000000000000002,0.8,611
0.75,1.7000000000000002,0.9,609
0.75,1.7000000000000002,1.0,609
0.75,1.7000000000000002,1.1,606
0.75,1.7000000000000002,1.2000000000000002,608
0.75,1.7000000000000002,1.3,608
0.75,1.7000000000000002,1.4000000000000001,608
0.75,1.7000000000000002,1.5,606
0.75,1.7000000000000002,1.6,604
0.75,1.7000000000000002,1.7000000000000002,607
0.75,1.7000000000000002,1.8,610
0.75,1.7000000000000002,1.9000000000000001,608
0.75,1.7000000000000002,2.0,608
0.75,1.8,0.1,626
0.75,1.8,0.2,624
0.75,1.8,0.30000000000000004,623
0.75,1.8,0.4,617
0.75,1.8,0.5,613
0.75,1.8,0.6000000000000001,612
0.75,1.8,0.7000000000000001,612
0.75,1.8,0.8,613
0.75,1.8,0.9,608
0.75,1.8,1.0,609
0.75,1.8,1.1,609
0.75,1.8,1.2000000000000002,606
0.75,1.8,1.3,609
0.75,1.8,1.4000000000000001,607
0.75,1.8,1.5,607
0.75,1.8,1.6,609
0.75,1.8,1.7000000000000002,607
0.75,1.8,1.8,610
0.75,1.8,1.9000000000000001,609
0.75,1.8,2.0,614
0.75,1.9000000000000001,0.1,626
0.75,1.9000000000000001,0.2,625
0.75,1.9000000000000001,0.30000000000000004,624
0.75,1.9000000000000001,0.4,619
0.75,1.9000000000000001,0.5,615
0.75,1.9000000000000001,0.6000000000000001,610
0.75,1.9000000000000001,0.7000000000000001,614
0.75,1.9000000000000001,0.8,611
0.75,1.9000000000000001,0.9,609
0.75,1.9000000000000001,1.0,608
0.75,1.9000000000000001,1.1,610
0.75,1.9000000000000001,1.2000000000000002,610
0.75,1.9000000000000001,1.3,612
0.75,1.9000000000000001,1.4000000000000001,607
0.75,1.9000000000000001,1.5,609
0.75,1.9000000000000001,1.6,610
0.75,1.9000000000000001,1.7000000000000002,609
0.75,1.9000000000000001,1.8,611
0.75,1.9000000000000001,1.9000000000000001,609
0.75,1.9000000000000001,2.0,610
0.75,2.0,0.1,627
0.75,2.0,0.2,626
0.75,2.0,0.30000000000000004,625
0.75,2.0,0.4,619
0.75,2.0,0.5,617
0.75,2.0,0.6000000000000001,613
0.75,2.0,0.7000000000000001,612
0.75,2.0,0.8,615
0.75,2.0,0.9,610
0.75,2.0,1.0,610
0.75,2.0,1.1,611
0.75,2.0,1.2000000000000002,613
0.75,2.0,1.3,610
0.75,2.0,1.4000000000000001,611
0.75,2.0,1.5,611
0.75,2.0,1.6,610
0.75,2.0,1.7000000000000002,611
0.75,2.0,1.8,608
0.75,2.0,1.9000000000000001,611
0.75,2.0,2.0,611
1.0,0.1,0.1,579
1.0,0.1,0.2,562
1.0,0.1,0.30000000000000004,548
1.0,0.1,0.4,548
1.0,0.1,0.5,547
1.0,0.1,0.6000000000000001,548
1.0,0.1,0.7000000000000001,549
1.0,0.1,0.8,549
1.0,0.1,0.9,549
1.0,0.1,1.0,549
1.0,0.1,1.1,548
1.0,0.1,1.2000000000000002,547
1.0,0.1,1.3,547
1.0,0.1,1.4000000000000001,547
1.0,0.1,1.5,547
1.0,0.1,1.6,547
1.0,0.1,1.7000000000000002,547
1.0,0.1,1.8,547
1.0,0.1,1.9000000000000001,547
1.0,0.1,2.0,547
1.0,0.2,0.1,596
1.0,0.2,0.2,578
1.0,0.2,0.30000000000000004,569
1.0,0.2,0.4,567
1.0,0.2,0.5,565
1.0,0.2,0.6000000000000001,563
1.0,0.2,0.7000000000000001,563
1.0,0.2,0.8,563
1.0,0.2,0.9,562
1.0,0.2,1.0,561
1.0,0.2,1.1,561
1.0,0.2,1.2000000000000002,561
1.0,0.2,1.3,561
1.0,0.2,1.4000000000000001,561
1.0,0.2,1.5,562
1.0,0.2,1.6,561
1.0,0.2,1.7000000000000002,561
1.0,0.2,1.8,561
1.0,0.2,1.9000000000000001,561
1.0,0.2,2.0,561
1.0,0.30000000000000004,0.1,603
1.0,0.30000000000000004,0.2,591
1.0,0.30000000000000004,0.30000000000000004,584
1.0,0.30000000000000004,0.4,574
1.0,0.30000000000000004,0.5,570
1.0,0.30000000000000004,0.6000000000000001,566
1.0,0.30000000000000004,0.7000000000000001,566
1.0,0.30000000000000004,0.8,563
1.0,0.30000000000000004,0.9,563
1.0,0.30000000000000004,1.0,561
1.0,0.30000000000000004,1.1,562
1.0,0.30000000000000004,1.2000000000000002,562
1.0,0.30000000000000004,1.3,562
1.0,0.30000000000000004,1.4000000000000001,562
1.0,0.30000000000000004,1.5,563
1.0,0.30000000000000004,1.6,563
1.0,0.30000000000000004,1.7000000000000002,563
1.0,0.30000000000000004,1.8,563
1.0,0.30000000000000004,1.9000000000000001,564
1.0,0.30000000000000004,2.0,563
1.0,0.4,0.1,610
1.0,0.4,0.2,595
1.0,0.4,0.30000000000000004,591
1.0,0.4,0.4,587
1.0,0.4,0.5,579
1.0,0.4,0.6000000000000001,575
1.0,0.4,0.7000000000000001,573
1.0,0.4,0.8,570
1.0,0.4,0.9,569
1.0,0.4,1.0,568
1.0,0.4,1.1,567
1.0,0.4,1.2000000000000002,567
1.0,0.4,1.3,567
1.0,0.4,1.4000000000000001,570
1.0,0.4,1.5,569
1.0,0.4,1.6,567
1.0,0.4,1.7000000000000002,567
1.0,0.4,1.8,566
1.0,0.4,1.9000000000000001,567
1.0,0.4,2.0,567
1.0,0.5,0.1,614
1.0,0.5,0.2,604
1.0,0.5,0.30000000000000004,598
1.0,0.5,0.4,595
1.0,0.5,0.5,590
1.0,0.5,0.6000000000000001,586
1.0,0.5,0.7000000000000001,584
1.0,0.5,0.8,583
1.0,0.5,0.9,580
1.0,0.5,1.0,579
1.0,0.5,1.1,577
1.0,0.5,1.2000000000000002,576
1.0,0.5,1.3,575
1.0,0.5,1.4000000000000001,574
1.0,0.5,1.5,573
1.0,0.5,1.6,574
1.0,0.5,1.7000000000000002,574
1.0,0.5,1.8,574
1.0,0.5,1.9000000000000001,575
1.0,0.5,2.0,575
1.0,0.6000000000000001,0.1,618
1.0,0.6000000000000001,0.2,609
1.0,0.6000000000000001,0.30000000000000004,605
1.0,0.6000000000000001,0.4,601
1.0,0.6000000000000001,0.5,597
1.0,0.6000000000000001,0.6000000000000001,593
1.0,0.6000000000000001,0.7000000000000001,590
1.0,0.6000000000000001,0.8,590
1.0,0.6000000000000001,0.9,589
1.0,0.6000000000000001,1.0,583
1.0,0.6000000000000001,1.1,583
1.0,0.6000000000000001,1.2000000000000002,583
1.0,0.6000000000000001,1.3,584
1.0,0.6000000000000001,1.4000000000000001,584
1.0,0.6000000000000001,1.5,581
1.0,0.6000000000000001,1.6,580
1.0,0.6000000000000001,1.7000000000000002,582
1.0,0.6000000000000001,1.8,580
1.0,0.6000000000000001,1.9000000000000001,581
1.0,0.6000000000000001,2.0,581
1.0,0.7000000000000001,0.1,619
1.0,0.7000000000000001,0.2,611
1.0,0.7000000000000001,0.30000000000000004,605
1.0,0.7000000000000001,0.4,603
1.0,0.7000000000000001,0.5,599
1.0,0.7000000000000001,0.6000000000000001,600
1.0,0.7000000000000001,0.7000000000000001,595
1.0,0.7000000000000001,0.8,593
1.0,0.7000000000000001,0.9,593
1.0,0.7000000000000001,1.0,593
1.0,0.7000000000000001,1.1,591
1.0,0.7000000000000001,1.2000000000000002,591
1.0,0.7000000000000001,1.3,588
1.0,0.7000000000000001,1.4000000000000001,587
1.0,0.7000000000000001,1.5,587
1.0,0.7000000000000001,1.6,585
1.0,0.7000000000000001,1.7000000000000002,586
1.0,0.7000000000000001,1.8,586
1.0,0.7000000000000001,1.9000000000000001,587
1.0,0.7000000000000001,2.0,586
1.0,0.8,0.1,620
1.0,0.8,0.2,615
1.0,0.8,0.30000000000000004,609
1.0,0.8,0.4,606
1.0,0.8,0.5,603
1.0,0.8,0.6000000000000001,601
1.0,0.8,0.7000000000000001,600
1.0,0.8,0.8,600
1.0,0.8,0.9,596
1.0,0.8,1.0,595
1.0,0.8,1.1,595
1.0,0.8,1.2000000000000002,591
1.0,0.8,1.3,589
1.0,0.8,1.4000000000000001,592
1.0,0.8,1.5,592
1.0,0.8,1.6,592
1.0,0.8,1.7000000000000002,590
1.0,0.8,1.8,592
1.0,0.8,1.9000000000000001,589
1.0,0.8,2.0,589
1.0,0.9,0.1,620
1.0,0.9,0.2,619
1.0,0.9,0.30000000000000004,611
1.0,0.9,0.4,606
1.0,0.9,0.5,605
1.0,0.9,0.6000000000000001,602
1.0,0.9,0.7000000000000001,603
1.0,0.9,0.8,605
1.0,0.9,0.9,601
1.0,0.9,1.0,600
1.0,0.9,1.1,597
1.0,0.9,1.2000000000000002,595
1.0,0.9,1.3,599
1.0,0.9,1.4000000000000001,596
1.0,0.9,1.5,597
1.0,0.9,1.6,595
1.0,0.9,1.7000000000000002,597
1.0,0.9,1.8,598
1.0,0.9,1.9000000000000001,597
1.0,0.9,2.0,592
1.0,1.0,0.1,621
1.0,1.0,0.2,620
1.0,1.0,0.30000000000000004,614
1.0,1.0,0.4,610
1.0,1.0,0.5,607
1.0,1.0,0.6000000000000001,605
1.0,1.0,0.7000000000000001,606
1.0,1.0,0.8,607
1.0,1.0,0.9,603
1.0,1.0,1.0,600
1.0,1.0,1.1,600
1.0,1.0,1.2000000000000002,602
1.0,1.0,1.3,600
1.0,1.0,1.4000000000000001,598
1.0,1.0,1.5,597
1.0,1.0,1.6,600
1.0,1.0,1.7000000000000002,600
1.0,1.0,1.8,599
1.0,1.0,1.9000000000000001,598
1.0,1.0,2.0,597
1.0,1.1,0.1,622
1.0,1.1,0.2,622
1.0,1.1,0.30000000000000004,614
1.0,1.1,0.4,608
1.0,1.1,0.5,608
1.0,1.1,0.6000000000000001,607
1.0,1.1,0.7000000000000001,609
1.0,1.1,0.8,611
1.0,1.1,0.9,603
1.0,1.1,1.0,602
1.0,1.1,1.1,604
1.0,1.1,1.2000000000000002,601
1.0,1.1,1.3,601
1.0,1.1,1.4000000000000001,600
1.0,1.1,1.5,602
1.0,1.1,1.6,602
1.0,1.1,1.7000000000000002,599
1.0,1.1,1.8,600
1.0,1.1,1.9000000000000001,602
1.0,1.1,2.0,603
1.0,1.2000000000000002,0.1,622
1.0,1.2000000000000002,0.2,619
1.0,1.2000000000000002,0.30000000000000004,619
1.0,1.2000000000000002,0.4,612
1.0,1.2000000000000002,0.5,607
1.0,1.2000000000000002,0.6000000000000001,608
1.0,1.2000000000000002,0.7000000000000001,606
1.0,1.2000000000000002,0.8,608
1.0,1.2000000000000002,0.9,605
1.0,1.2000000000000002,1.0,602
1.0,1.2000000000000002,1.1,602
1.0,1.2000000000000002,1.2000000000000002,602
1.0,1.2000000000000002,1.3,603
1.0,1.2000000000000002,1.4000000000000001,601
1.0,1.2000000000000002,1.5,600
1.0,1.2000000000000002,1.6,601
1.0,1.2000000000000002,1.7000000000000002,602
1.0,1.2000000000000002,1.8,603
1.0,1.2000000000000002,1.9000000000000001,602
1.0,1.2000000000000002,2.0,601
1.0,1.3,0.1,623
1.0,1.3,0.2,622
1.0,1.3,0.30000000000000004,620
1.0,1.3,0.4,614
1.0,1.3,0.5,611
1.0,1.3,0.6000000000000001,608
1.0,1.3,0.7000000000000001,610
1.0,1.3,0.8,608
1.0,1.3,0.9,607
1.0,1.3,1.0,606
1.0,1.3,1.1,605
1.0,1.3,1.2000000000000002,602
1.0,1.3,1.3,603
1.0,1.3,1.4000000000000001,603
1.0,1.3,1.5,603
1.0,1.3,1.6,601
1.0,1.3,1.7000000000000002,604
1.0,1.3,1.8,603
1.0,1.3,1.9000000000000001,609
1.0,1.3,2.0,606
1.0,1.4000000000000001,0.1,622
1.0,1.4000000000000001,0.2,621
1.0,1.4000000000000001,0.30000000000000004,621
1.0,1.4000000000000001,0.4,612
1.0,1.4000000000000001,0.5,612
1.0,1.4000000000000001,0.6000000000000001,610
1.0,1.4000000000000001,0.7000000000000001,609
1.0,1.4000000000000001,0.8,610
1.0,1.4000000000000001,0.9,605
1.0,1.4000000000000001,1.0,609
1.0,1.4000000000000001,1.1,604
1.0,1.4000000000000001,1.2000000000000002,605
1.0,1.4000000000000001,1.3,604
1.0,1.4000000000000001,1.4000000000000001,606
1.0,1.4000000000000001,1.5,602
1.0,1.4000000000000001,1.6,606
1.0,1.4000000000000001,1.7000000000000002,603
1.0,1.4000000000000001,1.8,600
1.0,1.4000000000000001,1.9000000000000001,605
1.0,1.4000000000000001,2.0,606
1.0,1.5,0.1,623
1.0,1.5,0.2,625
1.0,1.5,0.30000000000000004,621
1.0,1.5,0.4,617
1.0,1.5,0.5,615
1.0,1.5,0.6000000000000001,612
1.0,1.5,0.7000000000000001,610
1.0,1.5,0.8,610
1.0,1.5,0.9,610
1.0,1.5,1.0,607
1.0,1.5,1.1,607
1.0,1.5,1.2000000000000002,606
1.0,1.5,1.3,607
1.0,1.5,1.4000000000000001,609
1.0,1.5,1.5,605
1.0,1.5,1.6,608
1.0,1.5,1.7000000000000002,604
1.0,1.5,1.8,604
1.0,1.5,1.9000000000000001,605
1.0,1.5,2.0,607
1.0,1.6,0.1,625
1.0,1.6,0.2,624
1.0,1.6,0.30000000000000004,624
1.0,1.6,0.4,615
1.0,1.6,0.5,614
1.0,1.6,0.6000000000000001,612
1.0,1.6,0.7000000000000001,611
1.0,1.6,0.8,610
1.0,1.6,0.9,609
1.0,1.6,1.0,607
1.0,1.6,1.1,610
1.0,1.6,1.2000000000000002,607
1.0,1.6,1.3,602
1.0,1.6,1.4000000000000001,608
1.0,1.6,1.5,606
1.0,1.6,1.6,606
1.0,1.6,1.7000000000000002,607
1.0,1.6,1.8,608
1.0,1.6,1.9000000000000001,610
1.0,1.6,2.0,607
1.0,1.7000000000000002,0.1,624
1.0,1.7000000000000002,0.2,626
1.0,1.7000000000000002,0.30000000000000004,623
1.0,1.7000000000000002,0.4,617
1.0,1.7000000000000002,0.5,616
1.0,1.7000000000000002,0.6000000000000001,612
1.0,1.7000000000000002,0.7000000000000001,610
1.0,1.7000000000000002,0.8,608
1.0,1.7000000000000002,0.9,612
1.0,1.7000000000000002,1.0,607
1.0,1.7000000000000002,1.1,610
1.0,1.7000000000000002,1.2000000000000002,608
1.0,1.7000000000000002,1.3,605
1.0,1.7000000000000002,1.4000000000000001,605
1.0,1.7000000000000002,1.5,605
1.0,1.7000000000000002,1.6,607
1.0,1.7000000000000002,1.7000000000000002,608
1.0,1.7000000000000002,1.8,610
1.0,1.7000000000000002,1.9000000000000001,605
1.0,1.7000000000000002,2.0,611
1.0,1.8,0.1,625
1.0,1.8,0.2,627
1.0,1.8,0.30000000000000004,623
1.0,1.8,0.4,617
1.0,1.8,0.5,617
1.0,1.8,0.6000000000000001,612
1.0,1.8,0.7000000000000001,614
1.0,1.8,0.8,612
1.0,1.8,0.9,607
1.0,1.8,1.0,610
1.0,1.8,1.1,613
1.0,1.8,1.2000000000000002,612
1.0,1.8,1.3,609
1.0,1.8,1.4000000000000001,607
1.0,1.8,1.5,608
1.0,1.8,1.6,607
1.0,1.8,1.7000000000000002,610
1.0,1.8,1.8,611
1.0,1.8,1.9000000000000001,611
1.0,1.8,2.0,612
1.0,1.9000000000000001,0.1,627
1.0,1.9000000000000001,0.2,625
1.0,1.9000000000000001,0.30000000000000004,623
1.0,1.9000000000000001,0.4,619
1.0,1.9000000000000001,0.5,616
1.0,1.9000000000000001,0.6000000000000001,613
1.0,1.9000000000000001,0.7000000000000001,615
1.0,1.9000000000000001,0.8,612
1.0,1.9000000000000001,0.9,612
1.0,1.9000000000000001,1.0,610
1.0,1.9000000000000001,1.1,611
1.0,1.9000000000000001,1.2000000000000002,610
1.0,1.9000000000000001,1.3,609
1.0,1.9000000000000001,1.4000000000000001,607
1.0,1.9000000000000001,1.5,607
1.0,1.9000000000000001,1.6,611
1.0,1.9000000000000001,1.7000000000000002,612
1.0,1.9000000000000001,1.8,613
1.0,1.9000000000000001,1.9000000000000001,613
1.0,1.9000000000000001,2.0,613
1.0,2.0,0.1,626
1.0,2.0,0.2,626
1.0,2.0,0.30000000000000004,624
1.0,2.0,0.4,620
1.0,2.0,0.5,615
1.0,2.0,0.6000000000000001,617
1.0,2.0,0.7000000000000001,614
1.0,2.0,0.8,614
1.0,2.0,0.9,613
